#doc source pos typeindex type topic
#alpha : 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 
#beta : 0.01
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 72 198 april 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 73 1149 lhemohammed 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 74 1150 mengal 33
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 75 1147 lhe 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 76 198 april 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 77 1148 dxb 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 78 1148 dxb 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 79 198 april 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 80 1151 lhemudassar 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 81 1152 nausherwanilhe 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 82 198 april 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 83 1148 dxb 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 84 1148 dxb 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 85 198 april 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 86 1147 lhe 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 87 1117 tanvir 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 88 1153 rajputpakistani 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 89 264 national 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 90 572 identity 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 91 1154 cardbooklet 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 92 1155 islam 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 93 1156 westmagazine 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 94 1157 photograph 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 95 1158 mohabbataan 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 96 1159 sachiyaan 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 97 284 pakistani 5
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 98 1160 actress 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 99 1119 javed 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 100 1161 kashfiname 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 101 0 telephone 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 102 13 number 33
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 103 481 person 44
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 104 1140 handwritten 38
52 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing54 105 1162 arsalan 38
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 0 78 date 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 1 491 provided 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 2 492 cia 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 3 284 pakistani 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 4 285 criminal 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 5 86 investigation 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 6 286 unit 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 7 287 karachi 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 8 1163 divisionsurveillance 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 9 765 activities 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 10 281 maulana 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 11 282 haq 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 12 283 bukhari 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 13 703 suspected 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 14 71 top 46
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 15 888 leader 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 16 287 karachi 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 17 889 faction 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 18 714 lashkar 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 19 602 jhangvi 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 20 283 bukhari 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 21 890 frequently 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 22 778 accompanied 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 23 715 akram 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 24 716 basra 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 25 891 acts 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 26 779 driver 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 27 892 bodyguard 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 28 818 additional 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 29 292 information 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 30 491 provided 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 31 105 police 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 32 854 informants 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 33 136 march 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 34 283 bukhari 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 35 716 basra 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 36 783 drove 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 37 893 lyari 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 38 722 town 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 39 562 home 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 40 1021 sports 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 41 1022 bar 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 42 809 stayed 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 43 727 minutes 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 44 382 private 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 45 1164 dining 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 46 1031 room 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 47 740 restaurant 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 48 915 immediately 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 49 716 basra 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 50 783 drove 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 51 283 bukhari 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 52 16 café 40
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 53 1165 km 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 54 849 north 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 55 283 bukhari 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 56 803 spent 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 57 727 minutes 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 58 437 public 19
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 59 15 internet 40
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 60 1166 terminal 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 61 1167 log 13
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 62 1168 records 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 63 604 computer 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 64 1169 sites 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 65 1170 visiting 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 66 1171 timeframe 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 67 1172 hrs 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 68 1173 pakavenue 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 69 1174 comhttp 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 70 284 pakistani 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 71 1174 comhttp 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 72 1175 yahoo 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 73 1176 google 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 74 1177 intl 13
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 75 1178 ur 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 76 1179 jumeirah 13
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 77 1180 hotels 9
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 78 1181 resorts 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 79 1182 destinations 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 80 270 dubai 13
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 81 466 burj 13
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 82 467 al 13
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 83 368 arab 13
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 84 1183 hotmail 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 85 1174 comhttp 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 86 1184 alexa 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 87 1185 search 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 88 1186 pakistan 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 89 1187 chat 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 90 1188 gkey 8
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 91 1189 site 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 92 1190 sitehttp 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 93 1191 youtube 28
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 94 1174 comhttp 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 95 1192 galaxycomputers 11
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 96 1193 pkhttp 13
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 97 1194 zandghi 13
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 98 1174 comhttp 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 99 1195 pakisearch 5
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 100 1196 nethttp 13
53 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing55 101 1197 faadi 5
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 0 490 surveillance 19
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 1 78 date 19
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 2 491 provided 19
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 3 492 cia 19
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 4 1198 yemeni 7
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 5 436 services 46
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 6 490 surveillance 19
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 7 477 saleh 7
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 8 478 ahmed 7
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 9 841 subject 19
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 10 226 reported 45
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 11 1199 death 7
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 12 526 aden 7
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 13 1200 general 7
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 14 1201 hospital 28
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 15 558 expected 7
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 16 1202 survive 28
54 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing56 17 459 day 13
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 0 78 date 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 1 402 january 46
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 2 48 news 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 3 517 international 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 4 842 tribune 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 5 1203 sitting 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 6 1204 sunny 43
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 7 1205 corner 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 8 1206 sidewalk 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 9 16 café 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 10 1207 beirut 18
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 11 496 muhammad 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 12 497 kasem 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 13 1208 notes 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 14 481 person 44
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 15 1209 passes 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 16 1056 watching 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 17 1210 signs 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 18 497 kasem 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 19 312 make 48
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 20 1211 quick 43
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 21 1212 exit 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 22 949 captured 6
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 23 1213 didn 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 24 322 pay 48
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 25 1214 attention 31
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 26 1215 tells 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 27 1216 taps 27
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 28 1217 cigarette 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 29 1218 knee 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 30 1219 ashes 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 31 1220 ground 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 32 521 won 48
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 33 1221 happen 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 34 1222 careful 6
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 35 1223 watch 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 36 1224 precaution 43
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 37 497 kasem 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 38 1225 worried 43
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 39 514 wanted 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 40 1226 chuckles 44
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 41 1227 martyrs 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 42 1228 front 43
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 43 1229 judea 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 44 1230 dedicated 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 45 1231 regaining 40
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 46 1232 foothold 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 47 498 gaza 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 48 21 west 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 49 289 bank 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 50 938 area 27
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 51 1233 dispute 44
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 52 1234 israel 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 53 675 recent 44
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 54 1235 month 43
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 55 1236 explosion 43
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 56 1237 open 18
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 57 663 air 43
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 58 961 market 43
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 59 21 west 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 60 289 bank 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 61 798 people 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 62 1238 injured 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 63 659 including 43
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 64 214 security 27
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 65 1239 officer 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 66 497 kasem 19
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 67 1240 inherited 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 68 691 position 43
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 69 888 leader 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 70 1241 mfj 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 71 888 leader 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 72 1242 ibrahim 20
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 73 1243 bahlan 44
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 74 1244 killed 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 75 1075 attack 44
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 76 1241 mfj 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 77 232 headquarters 44
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 78 1245 reorganized 18
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 79 981 group 43
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 80 1246 worked 43
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 81 363 bring 7
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 82 1247 message 43
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 83 1248 forefront 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 84 1249 media 44
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 85 1250 keeping 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 86 445 location 40
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 87 232 headquarters 44
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 88 1251 secret 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 89 1252 vulnerable 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 90 507 hard 21
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 91 1253 conduct 3
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 92 1254 campaign 18
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 93 1255 shrubbery 18
55 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing57 94 497 kasem 19
